a5-1ws2 - Wenner-Schlumberger array
2.00000
7
76
1
0
       3.000         2.000         1.000       667.664
       5.000         2.000         2.000       508.444
       7.000         2.000         3.000       345.180
       9.000         2.000         4.000       454.365
       5.000         2.000         1.000       947.578
       7.000         2.000         2.000       491.576
       9.000         2.000         3.000       422.595
      11.000         2.000         4.000       360.563
       7.000         2.000         1.000      1078.725
       9.000         2.000         2.000       603.031
      11.000         2.000         3.000       434.729
      13.000         2.000         4.000       377.281
       9.000         2.000         1.000      1273.933
      11.000         2.000         2.000       638.771
      13.000         2.000         3.000       475.523
      15.000         2.000         4.000       437.447
      11.000         2.000         1.000      1094.653
      13.000         2.000         2.000       687.999
      15.000         2.000         3.000       468.246
      17.000         2.000         4.000       486.161
      13.000         2.000         1.000       955.245
      15.000         2.000         2.000       662.526
      17.000         2.000         3.000       471.677
      19.000         2.000         4.000       842.721
      15.000         2.000         1.000      1148.228
      17.000         2.000         2.000       528.283
      19.000         2.000         3.000       864.294
      21.000         2.000         4.000       525.126
      17.000         2.000         1.000       928.565
      19.000         2.000         2.000       814.534
      21.000         2.000         3.000       517.947
      23.000         2.000         4.000       487.234
      19.000         2.000         1.000      1316.902
      21.000         2.000         2.000       721.605
      23.000         2.000         3.000       463.091
      25.000         2.000         4.000       465.265
      21.000         2.000         1.000       948.018
      23.000         2.000         2.000       542.405
      25.000         2.000         3.000       400.492
      27.000         2.000         4.000       653.357
      23.000         2.000         1.000      1340.634
      25.000         2.000         2.000       433.701
      27.000         2.000         3.000       671.095
      29.000         2.000         4.000       560.062
      25.000         2.000         1.000       667.831
      27.000         2.000         2.000       615.997
      29.000         2.000         3.000       530.658
      31.000         2.000         4.000       453.935
      27.000         2.000         1.000      1237.714
      29.000         2.000         2.000       517.674
      31.000         2.000         3.000       420.216
      33.000         2.000         4.000       456.748
      29.000         2.000         1.000       820.807
      31.000         2.000         2.000       409.951
      33.000         2.000         3.000       430.912
      35.000         2.000         4.000       450.769
      31.000         2.000         1.000       720.090
      33.000         2.000         2.000       423.609
      35.000         2.000         3.000       497.582
      37.000         2.000         4.000       729.570
      33.000         2.000         1.000       873.359
      35.000         2.000         2.000       545.888
      37.000         2.000         3.000       670.315
      39.000         2.000         4.000       538.776
      35.000         2.000         1.000       829.164
      37.000         2.000         2.000       761.374
      39.000         2.000         3.000       468.261
      37.000         2.000         1.000      1211.024
      39.000         2.000         2.000       477.277
      41.000         2.000         3.000       711.805
      39.000         2.000         1.000       905.948
      41.000         2.000         2.000       693.447
      41.000         2.000         1.000      1187.348
      43.000         2.000         2.000       904.949
      43.000         2.000         1.000       978.169
      45.000         2.000         1.000       842.917
0
0
0
0
0
