a5-1ws6 - Wenner-Schlumberger array
2.00000
7
76
1
0
       3.000         2.000         1.000       245.913
       5.000         2.000         2.000       346.203
       7.000         2.000         3.000       452.689
       9.000         2.000         4.000       176.304
       5.000         2.000         1.000       433.724
       7.000         2.000         2.000       488.298
       9.000         2.000         3.000       258.941
      11.000         2.000         4.000       348.300
       7.000         2.000         1.000      1110.726
       9.000         2.000         2.000       406.749
      11.000         2.000         3.000       370.747
      13.000         2.000         4.000       478.598
       9.000         2.000         1.000      1030.481
      11.000         2.000         2.000       599.027
      13.000         2.000         3.000       424.055
      15.000         2.000         4.000       532.204
      11.000         2.000         1.000      1778.200
      13.000         2.000         2.000       771.364
      15.000         2.000         3.000       597.638
      17.000         2.000         4.000       589.103
      13.000         2.000         1.000      1826.351
      15.000         2.000         2.000       737.956
      17.000         2.000         3.000       602.558
      19.000         2.000         4.000       797.315
      15.000         2.000         1.000      1667.554
      17.000         2.000         2.000       792.715
      19.000         2.000         3.000       701.669
      21.000         2.000         4.000       634.497
      17.000         2.000         1.000      1681.060
      19.000         2.000         2.000       878.991
      21.000         2.000         3.000       582.567
      23.000         2.000         4.000       622.598
      19.000         2.000         1.000      1524.703
      21.000         2.000         2.000       596.957
      23.000         2.000         3.000       612.770
      25.000         2.000         4.000       813.511
      21.000         2.000         1.000      1055.081
      23.000         2.000         2.000       519.443
      25.000         2.000         3.000       755.723
      27.000         2.000         4.000       465.294
      25.000         2.000         2.000       726.305
      27.000         2.000         3.000       453.078
      29.000         2.000         4.000       491.634
      25.000         2.000         1.000      1057.437
      27.000         2.000         2.000       386.325
      29.000         2.000         3.000       657.768
      31.000         2.000         4.000       515.694
      27.000         2.000         1.000       954.557
      29.000         2.000         2.000       440.004
      31.000         2.000         3.000       528.898
      33.000         2.000         4.000       566.049
      29.000         2.000         1.000      1065.333
      31.000         2.000         2.000       524.207
      33.000         2.000         3.000       594.452
      35.000         2.000         4.000       700.427
      31.000         2.000         1.000       992.979
      33.000         2.000         2.000       555.369
      35.000         2.000         3.000       579.928
      37.000         2.000         4.000       992.936
      33.000         2.000         1.000      1129.708
      35.000         2.000         2.000       650.287
      37.000         2.000         3.000       778.380
      39.000         2.000         4.000       653.528
      35.000         2.000         1.000      1073.142
      37.000         2.000         2.000       681.314
      39.000         2.000         3.000       635.274
      37.000         2.000         1.000      1275.198
      39.000         2.000         2.000       561.018
      41.000         2.000         3.000      1212.633
      39.000         2.000         1.000       876.300
      41.000         2.000         2.000      1448.607
      41.000         2.000         1.000      1689.701
      43.000         2.000         2.000       554.269
      43.000         2.000         1.000       780.250
      45.000         2.000         1.000       918.171
      45.000         2.000         1.000       917.909
0
0
0
0
0
