Synthetic Data 1
   2.00
3
295
1
0
     3.000      2.000      1.000       99.9797
     5.000      2.000      1.000       99.9463
     7.000      2.000      1.000       99.9029
     9.000      2.000      1.000       99.7684
    11.000      2.000      1.000       99.2070
    13.000      2.000      1.000       97.5071
    15.000      2.000      1.000      111.1049
    17.000      2.000      1.000      132.6282
    19.000      2.000      1.000      111.0692
    21.000      2.000      1.000       97.4259
    23.000      2.000      1.000       98.9766
    25.000      2.000      1.000       99.0516
    27.000      2.000      1.000       98.0239
    29.000      2.000      1.000       99.8686
    31.000      2.000      1.000      112.1853
    33.000      2.000      1.000      112.1888
    35.000      2.000      1.000       99.8815
    37.000      2.000      1.000       98.0601
    39.000      2.000      1.000       99.1794
    41.000      2.000      1.000       99.5309
    43.000      2.000      1.000       99.1224
    45.000      2.000      1.000       97.4752
    47.000      2.000      1.000      111.0937
    49.000      2.000      1.000      132.6373
    51.000      2.000      1.000      111.1097
    53.000      2.000      1.000       97.5089
    55.000      2.000      1.000       99.2074
    57.000      2.000      1.000       99.7679
    59.000      2.000      1.000       99.9012
    61.000      2.000      1.000       99.9408
    63.000      2.000      1.000       99.9556
    65.000      2.000      1.000       99.9627
    67.000      2.000      1.000       99.9693
    69.000      2.000      1.000       99.9898
     4.000      2.000      2.000      100.2522
     6.000      2.000      2.000      100.1207
     8.000      2.000      2.000       99.8101
    10.000      2.000      2.000       98.7303
    12.000      2.000      2.000       96.9485
    14.000      2.000      2.000      118.2999
    16.000      2.000      2.000      127.2397
    18.000      2.000      2.000      127.1741
    20.000      2.000      2.000      118.0296
    22.000      2.000      2.000       96.3870
    24.000      2.000      2.000       97.2203
    26.000      2.000      2.000       96.7621
    28.000      2.000      2.000      102.4089
    30.000      2.000      2.000      123.5710
    32.000      2.000      2.000      140.2109
    34.000      2.000      2.000      123.6078
    36.000      2.000      2.000      102.5095
    38.000      2.000      2.000       97.0471
    40.000      2.000      2.000       98.2630
    42.000      2.000      2.000       98.1599
    44.000      2.000      2.000       96.7259
    46.000      2.000      2.000      118.1945
    48.000      2.000      2.000      127.2321
    50.000      2.000      2.000      127.2624
    52.000      2.000      2.000      118.3142
    54.000      2.000      2.000       96.9541
    56.000      2.000      2.000       98.7311
    58.000      2.000      2.000       99.8067
    60.000      2.000      2.000      100.1089
    62.000      2.000      2.000      100.2095
    64.000      2.000      2.000      100.2512
    66.000      2.000      2.000      100.2767
    68.000      2.000      2.000      100.3169
     5.000      2.000      3.000      100.0441
     7.000      2.000      3.000       99.5453
     9.000      2.000      3.000       98.0868
    11.000      2.000      3.000       96.8357
    13.000      2.000      3.000      121.8353
    15.000      2.000      3.000      119.5844
    17.000      2.000      3.000      107.1696
    19.000      2.000      3.000      119.2254
    21.000      2.000      3.000      120.6902
    23.000      2.000      3.000       94.6649
    25.000      2.000      3.000       94.6315
    27.000      2.000      3.000      104.1165
    29.000      2.000      3.000      125.8921
    31.000      2.000      3.000      139.8392
    33.000      2.000      3.000      139.8840
    35.000      2.000      3.000      126.0747
    37.000      2.000      3.000      104.5995
    39.000      2.000      3.000       96.0071
    41.000      2.000      3.000       95.8888
    43.000      2.000      3.000       95.9238
    45.000      2.000      3.000      121.3662
    47.000      2.000      3.000      119.4624
    49.000      2.000      3.000      107.2575
    51.000      2.000      3.000      119.6251
    53.000      2.000      3.000      121.8613
    55.000      2.000      3.000       96.8451
    57.000      2.000      3.000       98.0851
    59.000      2.000      3.000       99.5298
    61.000      2.000      3.000       99.9907
    63.000      2.000      3.000      100.1587
    65.000      2.000      3.000      100.2380
    67.000      2.000      3.000      100.3078
     6.000      2.000      4.000       99.2020
     8.000      2.000      4.000       97.4671
    10.000      2.000      4.000       96.8954
    12.000      2.000      4.000      123.7654
    14.000      2.000      4.000      115.0924
    16.000      2.000      4.000       99.7037
    18.000      2.000      4.000       99.4091
    20.000      2.000      4.000      113.8147
    22.000      2.000      4.000      120.3005
    24.000      2.000      4.000       93.4778
    26.000      2.000      4.000      103.7839
    28.000      2.000      4.000      125.0078
    30.000      2.000      4.000      132.0005
    32.000      2.000      4.000      128.2423
    34.000      2.000      4.000      132.2156
    36.000      2.000      4.000      125.7167
    38.000      2.000      4.000      105.5766
    40.000      2.000      4.000       93.9330
    42.000      2.000      4.000       94.1846
    44.000      2.000      4.000      122.2081
    46.000      2.000      4.000      114.5828
    48.000      2.000      4.000       99.6924
    50.000      2.000      4.000       99.8286
    52.000      2.000      4.000      115.1521
    54.000      2.000      4.000      123.8024
    56.000      2.000      4.000       96.9055
    58.000      2.000      4.000       97.4536
    60.000      2.000      4.000       99.1453
    62.000      2.000      4.000       99.7438
    64.000      2.000      4.000       99.9827
    66.000      2.000      4.000      100.1210
     7.000      2.000      5.000       96.9179
     9.000      2.000      5.000       97.0013
    11.000      2.000      5.000      124.8545
    13.000      2.000      5.000      112.2175
    15.000      2.000      5.000       96.8509
    17.000      2.000      5.000       94.6070
    19.000      2.000      5.000       95.6895
    21.000      2.000      5.000      108.8409
    23.000      2.000      5.000      120.6401
    25.000      2.000      5.000      104.9829
    27.000      2.000      5.000      121.8124
    29.000      2.000      5.000      124.9737
    31.000      2.000      5.000      117.0191
    33.000      2.000      5.000      117.1857
    35.000      2.000      5.000      125.7382
    37.000      2.000      5.000      124.0840
    39.000      2.000      5.000      104.6283
    41.000      2.000      5.000       93.7036
    43.000      2.000      5.000      120.8630
    45.000      2.000      5.000      110.6650
    47.000      2.000      5.000       96.4733
    49.000      2.000      5.000       94.9553
    51.000      2.000      5.000       97.0116
    53.000      2.000      5.000      112.2942
    55.000      2.000      5.000      124.8974
    57.000      2.000      5.000       97.0027
    59.000      2.000      5.000       96.8673
    61.000      2.000      5.000       98.7206
    63.000      2.000      5.000       99.4386
    65.000      2.000      5.000       99.7601
     8.000      2.000      6.000       97.1278
    10.000      2.000      6.000      125.4581
    12.000      2.000      6.000      110.2033
    14.000      2.000      6.000       95.4446
    16.000      2.000      6.000       93.3387
    18.000      2.000      6.000       92.4616
    20.000      2.000      6.000       92.5005
    22.000      2.000      6.000      106.7330
    24.000      2.000      6.000      137.4623
    26.000      2.000      6.000      121.6284
    28.000      2.000      6.000      118.0774
    30.000      2.000      6.000      109.5196
    32.000      2.000      6.000      106.9034
    34.000      2.000      6.000      110.1958
    36.000      2.000      6.000      120.3281
    38.000      2.000      6.000      120.6593
    40.000      2.000      6.000      106.2695
    42.000      2.000      6.000      121.5324
    44.000      2.000      6.000      106.5413
    46.000      2.000      6.000       94.1118
    48.000      2.000      6.000       93.3259
    50.000      2.000      6.000       93.7463
    52.000      2.000      6.000       95.6362
    54.000      2.000      6.000      110.2913
    56.000      2.000      6.000      125.4947
    58.000      2.000      6.000       97.0984
    60.000      2.000      6.000       96.3281
    62.000      2.000      6.000       98.2973
    64.000      2.000      6.000       99.1302
