Two Blocks
   1.00
1
195
1
0
     1.500      1.000        9.9843
     2.500      1.000       10.0241
     3.500      1.000       10.0701
     4.500      1.000        9.8603
     5.500      1.000        9.8712
     6.500      1.000       10.2653
     7.500      1.000        9.7310
     8.500      1.000       10.3704
     9.500      1.000       10.0349
    10.500      1.000        9.8307
    11.500      1.000       10.1027
    12.500      1.000       10.0226
    13.500      1.000       10.2242
    14.500      1.000       10.7793
    15.500      1.000       13.9563
    16.500      1.000       16.0692
    17.500      1.000       15.3162
    18.500      1.000       15.9932
    19.500      1.000       13.2777
    20.500      1.000       10.9887
    21.500      1.000       10.2783
    22.500      1.000       10.0229
    23.500      1.000        9.9070
    24.500      1.000        9.5824
    25.500      1.000        9.8719
    26.500      1.000       10.1360
    27.500      1.000       10.0839
    28.500      1.000        9.6498
    29.500      1.000       10.3052
    30.500      1.000        9.8544
    31.500      1.000       10.0015
    32.500      1.000        9.7576
    33.500      1.000        9.8389
     3.000      2.000        9.7301
     4.000      2.000       10.4022
     5.000      2.000        9.7742
     6.000      2.000        9.7210
     7.000      2.000        9.7779
     8.000      2.000       10.0727
     9.000      2.000       10.0816
    10.000      2.000        9.8839
    11.000      2.000       10.1794
    12.000      2.000       10.3019
    13.000      2.000       10.7593
    14.000      2.000       12.0942
    15.000      2.000       14.5376
    16.000      2.000       15.4369
    17.000      2.000       13.9137
    18.000      2.000       14.6407
    19.000      2.000       15.0402
    20.000      2.000       15.0958
    21.000      2.000       12.5045
    22.000      2.000       10.9930
    23.000      2.000       10.5246
    24.000      2.000        9.9741
    25.000      2.000        9.9607
    26.000      2.000       10.4285
    27.000      2.000        9.9675
    28.000      2.000        9.9588
    29.000      2.000       10.0061
    30.000      2.000        9.8680
    31.000      2.000        9.8170
    32.000      2.000        9.9673
     4.500      3.000        9.8199
     5.500      3.000       10.0329
     6.500      3.000        9.7472
     7.500      3.000       10.3717
     8.500      3.000        9.9039
     9.500      3.000       10.2521
    10.500      3.000       10.3957
    11.500      3.000       10.9047
    12.500      3.000       11.8513
    13.500      3.000       11.8108
    14.500      3.000       12.0474
    15.500      3.000       12.1829
    16.500      3.000       12.8567
    17.500      3.000       12.5714
    18.500      3.000       12.4560
    19.500      3.000       12.6450
    20.500      3.000       11.7757
    21.500      3.000       12.3131
    22.500      3.000       10.9790
    23.500      3.000       10.4393
    24.500      3.000       10.2619
    25.500      3.000        9.9729
    26.500      3.000       10.1926
    27.500      3.000       10.1680
    28.500      3.000       10.1757
    29.500      3.000       10.2379
    30.500      3.000       10.1677
     6.000      4.000       10.3197
     7.000      4.000       10.1647
     8.000      4.000       10.0121
     9.000      4.000        9.9962
    10.000      4.000       10.5488
    11.000      4.000       10.7569
    12.000      4.000       11.0987
    13.000      4.000       10.1265
    14.000      4.000       10.4064
    15.000      4.000       11.5270
    16.000      4.000       11.6955
    17.000      4.000       12.2870
    18.000      4.000       11.9739
    19.000      4.000       11.3325
    20.000      4.000       11.1199
    21.000      4.000       10.3381
    22.000      4.000       10.2537
    23.000      4.000       11.0384
    24.000      4.000       11.2160
    25.000      4.000       11.0221
    26.000      4.000       10.3620
    27.000      4.000        9.9220
    28.000      4.000        9.6947
    29.000      4.000       10.1703
     7.500      5.000       10.0688
     8.500      5.000       10.8810
     9.500      5.000       10.4023
    10.500      5.000       10.7001
    11.500      5.000       10.0017
    12.500      5.000        9.5893
    13.500      5.000        9.8567
    14.500      5.000       10.5367
    15.500      5.000       11.0341
    16.500      5.000       11.4834
    17.500      5.000       11.6878
    18.500      5.000       11.7432
    19.500      5.000       11.5262
    20.500      5.000       10.9984
    21.500      5.000        9.9984
    22.500      5.000        9.6790
    23.500      5.000        9.7864
    24.500      5.000       10.7663
    25.500      5.000       10.5864
    26.500      5.000       10.4550
    27.500      5.000       10.4022
     9.000      6.000       10.0967
    10.000      6.000        9.6674
    11.000      6.000        9.6890
    12.000      6.000        9.5231
    13.000      6.000        9.4930
    14.000      6.000       10.3750
    15.000      6.000       10.5776
    16.000      6.000       10.8200
    17.000      6.000       10.8783
    18.000      6.000       10.8773
    19.000      6.000       11.2590
    20.000      6.000       11.1869
    21.000      6.000       10.3584
    22.000      6.000        9.8386
    23.000      6.000        9.5033
    24.000      6.000        9.4381
    25.000      6.000        9.9598
    26.000      6.000       10.5945
    10.500      7.000        9.3649
    11.500      7.000        9.1022
    12.500      7.000        9.5521
    13.500      7.000       10.3811
    14.500      7.000       11.3349
    15.500      7.000       10.9755
    16.500      7.000       10.8096
    17.500      7.000       10.7587
    18.500      7.000       10.7920
    19.500      7.000       11.1220
    20.500      7.000       10.5357
    21.500      7.000       10.3437
    22.500      7.000        9.4380
    23.500      7.000        9.7619
    24.500      7.000        9.4483
    12.000      8.000        9.5436
    13.000      8.000        9.8531
    14.000      8.000       10.7750
    15.000      8.000       10.9933
    16.000      8.000       10.8348
    17.000      8.000       10.3022
    18.000      8.000       10.8063
    19.000      8.000       11.0297
    20.000      8.000       10.7231
    21.000      8.000       10.6293
    22.000      8.000       10.0742
    23.000      8.000        9.6000
    13.500      9.000       10.1365
    14.500      9.000       10.8345
    15.500      9.000       10.6996
    16.500      9.000       10.4967
    17.500      9.000       10.5519
    18.500      9.000       10.4709
    19.500      9.000       10.7499
    20.500      9.000       10.7846
    21.500      9.000       11.0191
    15.000     10.000       10.7588
    16.000     10.000       10.5604
    17.000     10.000       10.3371
    18.000     10.000       10.5626
    19.000     10.000       10.7396
    20.000     10.000       10.5017
0
0
0
0
0
0
0

0


General array format
4     0.0000,0.0      3.0000,0.0      1.0000,0.0      2.0000,0.0       9.9843
4     1.0000,0.0      4.0000,0.0      2.0000,0.0      3.0000,0.0      10.1698
4     2.0000,0.0      5.0000,0.0      3.0000,0.0      4.0000,0.0      10.0246
4     3.0000,0.0      6.0000,0.0      4.0000,0.0      5.0000,0.0      10.0300
4     4.0000,0.0      7.0000,0.0      5.0000,0.0      6.0000,0.0      10.0705
4     5.0000,0.0      8.0000,0.0      6.0000,0.0      7.0000,0.0      10.1982
4     6.0000,0.0      9.0000,0.0      7.0000,0.0      8.0000,0.0       9.8610
4     7.0000,0.0     10.0000,0.0      8.0000,0.0      9.0000,0.0      10.1358
